1	0	0
0.9799355	-0.0060747	0
0.9594642	-0.0116003	0
0.9386434	-0.0166027	0
0.9175301	-0.0211077	0
0.8961815	-0.0251411	0
0.8746548	-0.0287287	0
0.8530071	-0.0318964	0
0.8312955	-0.03467	0
0.8095772	-0.0370753	0
0.7879093	-0.0391381	0
0.766349	-0.0408842	0
0.7449535	-0.0423395	0
0.7237798	-0.0435298	0
0.7028852	-0.0444809	0
0.6823267	-0.0452186	0
0.6621616	-0.0457687	0
0.6424469	-0.0461571	0
0.6232398	-0.0464096	0
0.6045975	-0.046552	0
0.5865753	-0.0466096	0
0.5691873	-0.0465963	0
0.5524062	-0.0465147	0
0.536203	-0.0463666	0
0.5205486	-0.0461541	0
0.5054141	-0.0458791	0
0.4907703	-0.0455437	0
0.4765882	-0.0451498	0
0.4628389	-0.0446993	0
0.4494932	-0.0441943	0
0.4365221	-0.0436368	0
0.4238966	-0.0430286	0
0.4115876	-0.0423719	0
0.3995661	-0.0416686	0
0.3878031	-0.0409206	0
0.3762696	-0.04013	0
0.3649364	-0.0392987	0
0.3537745	-0.0384287	0
0.342755	-0.0375219	0
0.3318488	-0.0365805	0
0.3210325	-0.0356054	0
0.3103058	-0.0345948	0
0.299674	-0.0335456	0
0.2891424	-0.032455	0
0.2787165	-0.0313201	0
0.2684015	-0.0301381	0
0.2582027	-0.0289061	0
0.2481256	-0.0276211	0
0.2381754	-0.0262803	0
0.2283575	-0.0248809	0
0.2186773	-0.0234199	0
0.20914	-0.0218944	0
0.199751	-0.0203017	0
0.1905157	-0.0186387	0
0.1814394	-0.0169027	0
0.1725274	-0.0150907	0
0.163785	-0.0131999	0
0.1552177	-0.0112274	0
0.1468308	-0.0091702	0
0.1386291	-0.0070265	0
0.1306078	-0.0048153	0
0.1227523	-0.0025766	0
0.1150475	-0.0003514	0
0.1074785	0.0018194	0
0.1000301	0.0038948	0
0.0926874	0.0058338	0
0.0854353	0.0075956	0
0.0782587	0.0091391	0
0.0711426	0.0104234	0
0.0640719	0.0114076	0
0.0570317	0.0120506	0
0.0500069	0.0123116	0
0.0429823	0.0121495	0
0.0359431	0.0115235	0
0.0288742	0.0103925	0
0.0217604	0.0087156	0
0.0145868	0.0064518	0
0.0073384	0.0035603	0
0	0	0
0.0018038	-0.0075152	0
0.0047128	-0.0146167	0
0.00866	-0.0213182	0
0.0135779	-0.0276336	0
0.0193994	-0.0335766	0
0.0260571	-0.0391609	0
0.0334837	-0.0444004	0
0.0416121	-0.0493087	0
0.0503748	-0.0538996	0
0.0597047	-0.058187	0
0.0695345	-0.0621845	0
0.0797969	-0.0659059	0
0.0904246	-0.069365	0
0.1013504	-0.0725755	0
0.1125069	-0.0755513	0
0.123827	-0.078306	0
0.1352433	-0.0808534	0
0.1466885	-0.0832073	0
0.1580955	-0.0853815	0
0.1693985	-0.0873895	0
0.1805701	-0.0892411	0
0.1916209	-0.0909422	0
0.2025633	-0.0924987	0
0.2134095	-0.0939161	0
0.2241718	-0.0952004	0
0.2348625	-0.0963573	0
0.2454939	-0.0973925	0
0.2560784	-0.0983117	0
0.2666282	-0.0991208	0
0.2771556	-0.0998256	0
0.287673	-0.1004316	0
0.2981925	-0.1009448	0
0.3087266	-0.1013709	0
0.3192875	-0.1017157	0
0.3298875	-0.1019848	0
0.3405389	-0.1021841	0
0.3512541	-0.1023194	0
0.3620453	-0.1023963	0
0.3729247	-0.1024206	0
0.3839073	-0.102396	0
0.3950175	-0.1023174	0
0.4062825	-0.1021777	0
0.4177292	-0.1019695	0
0.4293848	-0.1016857	0
0.4412763	-0.1013191	0
0.4534307	-0.1008625	0
0.4658752	-0.1003088	0
0.4786368	-0.0996506	0
0.4917425	-0.0988809	0
0.5052194	-0.0979923	0
0.5190946	-0.0969778	0
0.533395	-0.09583	0
0.5481479	-0.0945419	0
0.5633802	-0.0931062	0
0.5791189	-0.0915157	0
0.5953912	-0.0897632	0
0.6122242	-0.0878415	0
0.6296448	-0.0857434	0
0.6476777	-0.0834618	0
0.666292	-0.0809913	0
0.6854015	-0.078328	0
0.7049173	-0.0754684	0
0.7247506	-0.0724087	0
0.7448128	-0.0691452	0
0.7650151	-0.0656742	0
0.7852686	-0.0619922	0
0.8054846	-0.0580954	0
0.8255744	-0.05398	0
0.8454491	-0.0496425	0
0.8650201	-0.0450792	0
0.8841985	-0.0402863	0
0.9028956	-0.0352602	0
0.9210227	-0.0299972	0
0.9384909	-0.0244936	0
0.9552115	-0.0187458	0
0.9710957	-0.0127501	0
0.9860548	-0.0065027	0
1	0	0
