1	0	0
0.9772724	-0.0041978	0
0.9552837	-0.0081629	0
0.9340049	-0.0118997	0
0.9134068	-0.0154129	0
0.8934604	-0.0187068	0
0.8741367	-0.021786	0
0.8554066	-0.0246551	0
0.837241	-0.0273185	0
0.8196109	-0.0297808	0
0.8024872	-0.0320464	0
0.7858408	-0.0341199	0
0.7696427	-0.0360058	0
0.7538639	-0.0377086	0
0.7384752	-0.0392328	0
0.7234477	-0.040583	0
0.7087521	-0.0417636	0
0.6943596	-0.0427791	0
0.680241	-0.0436342	0
0.6663672	-0.0443332	0
0.6527097	-0.0448807	0
0.6392494	-0.0452804	0
0.625977	-0.0455351	0
0.6128836	-0.0456478	0
0.5999602	-0.0456213	0
0.587198	-0.0454585	0
0.574588	-0.0451623	0
0.5621213	-0.0447356	0
0.5497891	-0.0441813	0
0.5375823	-0.0435021	0
0.525492	-0.0427011	0
0.5135094	-0.0417811	0
0.5016255	-0.0407449	0
0.4898314	-0.0395954	0
0.4781182	-0.0383356	0
0.466477	-0.0369683	0
0.4548988	-0.0354964	0
0.4433748	-0.0339227	0
0.431896	-0.0322502	0
0.4204534	-0.0304816	0
0.4090387	-0.0286208	0
0.3976445	-0.0266743	0
0.386264	-0.0246498	0
0.3748905	-0.0225547	0
0.3635172	-0.0203965	0
0.3521371	-0.0181828	0
0.3407436	-0.0159211	0
0.3293298	-0.0136189	0
0.3178889	-0.0112837	0
0.3064141	-0.0089229	0
0.2948986	-0.0065442	0
0.2833355	-0.0041551	0
0.2717181	-0.001763	0
0.2600395	0.0006246	0
0.2482929	0.003	0
0.2364716	0.0053559	0
0.2245687	0.0076847	0
0.2125774	0.0099789	0
0.2004908	0.0122309	0
0.1883035	0.0144326	0
0.1760375	0.0165617	0
0.163743	0.0185814	0
0.1514711	0.0204543	0
0.1392731	0.0221432	0
0.1272001	0.0236107	0
0.1153035	0.0248194	0
0.1036344	0.025732	0
0.0922441	0.0263113	0
0.0811837	0.0265198	0
0.0705046	0.0263202	0
0.060258	0.0256752	0
0.050495	0.0245474	0
0.0412669	0.0228996	0
0.032625	0.0206943	0
0.0246203	0.0178943	0
0.0173043	0.0144622	0
0.0107281	0.0103607	0
0.0049429	0.0055524	0
0	0	0
0.0002526	-0.0040712	0
0.001277	-0.0079797	0
0.00305	-0.0117345	0
0.0055485	-0.0153443	0
0.0087493	-0.018818	0
0.0126294	-0.0221646	0
0.0171655	-0.0253928	0
0.0223345	-0.0285115	0
0.0281133	-0.0315297	0
0.0344787	-0.0344561	0
0.0414076	-0.0372996	0
0.0488769	-0.0400692	0
0.0568634	-0.0427736	0
0.065344	-0.0454217	0
0.0742956	-0.0480225	0
0.0836949	-0.0505847	0
0.0935189	-0.0531172	0
0.1037444	-0.055629	0
0.1143483	-0.0581288	0
0.1253076	-0.0606253	0
0.1366025	-0.0631204	0
0.1482166	-0.0656093	0
0.1601334	-0.0680872	0
0.1723366	-0.070549	0
0.1848098	-0.0729897	0
0.1975368	-0.0754043	0
0.2105011	-0.077788	0
0.2236863	-0.0801356	0
0.2370762	-0.0824422	0
0.2506543	-0.0847028	0
0.2644042	-0.0869124	0
0.2783098	-0.0890661	0
0.2923544	-0.0911588	0
0.3065219	-0.0931856	0
0.3207959	-0.0951415	0
0.3351599	-0.0970215	0
0.3495976	-0.0988206	0
0.3640927	-0.1005338	0
0.3786288	-0.1021561	0
0.3931927	-0.1036828	0
0.4077831	-0.1051097	0
0.4224021	-0.1064329	0
0.4370517	-0.1076485	0
0.4517337	-0.1087525	0
0.4664502	-0.109741	0
0.4812032	-0.11061	0
0.4959946	-0.1113557	0
0.5108264	-0.1119741	0
0.5257005	-0.1124612	0
0.5406189	-0.1128132	0
0.5555836	-0.1130261	0
0.5705965	-0.113096	0
0.5856596	-0.1130189	0
0.6007749	-0.1127909	0
0.6159443	-0.112408	0
0.6311698	-0.1118665	0
0.6464534	-0.1111622	0
0.6617971	-0.1102913	0
0.6772029	-0.109249	0
0.6926794	-0.1080104	0
0.7082409	-0.1065304	0
0.723902	-0.1047632	0
0.7396774	-0.102663	0
0.7555818	-0.1001838	0
0.7716299	-0.0972799	0
0.7878362	-0.0939052	0
0.8042156	-0.090014	0
0.8207826	-0.0855604	0
0.8375519	-0.0804985	0
0.8545382	-0.0747825	0
0.8717562	-0.0683664	0
0.8892204	-0.0612044	0
0.9069457	-0.0532507	0
0.9249466	-0.0444593	0
0.9432378	-0.0347844	0
0.961834	-0.0241802	0
0.9807498	-0.0126006	0
1	0	0
