11.1,25.47,56.8,-2.21,7.58,14.54,12.71
10.56,26.96,60.38,-3.35,3.98,16.46,14.28
10.28,23.93,56.33,-1.74,2.15,16.02,13.58
5.5,23.3,60.2,-1.09,1.67,18.22,6.56
10.98,28.87,54.7,-3.28,2.28,15.93,14.46
10.89,28.54,55.51,-3.47,3.56,15.42,14.3
