1.000000 0.000000
0.999315 0.000120
0.997261 0.000477
0.993844 0.001058
0.989074 0.001840
0.982963 0.002797
0.975528 0.003896
0.966790 0.005103
0.956773 0.006382
0.945503 0.007699
0.933013 0.009021
0.919335 0.010323
0.904508 0.011582
0.888573 0.012780
0.871572 0.013907
0.853553 0.014954
0.834565 0.015919
0.814660 0.016798
0.793893 0.017592
0.772320 0.018300
0.750000 0.018921
0.726995 0.019452
0.703368 0.019890
0.679184 0.020231
0.654508 0.020473
0.629410 0.020614
0.603956 0.020659
0.578217 0.020617
0.552264 0.020505
0.526168 0.020349
0.500000 0.020182
0.473832 0.020049
0.447736 0.020001
0.421783 0.020093
0.396044 0.020385
0.370590 0.020935
0.345492 0.021795
0.320816 0.023006
0.296632 0.024595
0.273005 0.026567
0.250000 0.028906
0.227680 0.031569
0.206107 0.034488
0.185340 0.037566
0.165435 0.040683
0.146447 0.043698
0.128428 0.046458
0.111427 0.048799
0.095492 0.050559
0.080665 0.051583
0.066987 0.051736
0.054497 0.050906
0.043227 0.049015
0.033210 0.046025
0.024472 0.041939
0.017037 0.036805
0.010926 0.030717
0.006156 0.023808
0.002739 0.016250
0.000685 0.008240
0.000000 -0.000000
0.000685 -0.008246
0.002739 -0.016299
0.006156 -0.023975
0.010926 -0.031108
0.017037 -0.037561
0.024472 -0.043229
0.033210 -0.048042
0.043227 -0.051973
0.054497 -0.055032
0.066987 -0.057265
0.080665 -0.058751
0.095492 -0.059594
0.111427 -0.059916
0.128428 -0.059849
0.146447 -0.059525
0.165435 -0.059069
0.185340 -0.058593
0.206107 -0.058186
0.227680 -0.057915
0.250000 -0.057818
0.273005 -0.057904
0.296632 -0.058159
0.320816 -0.058540
0.345492 -0.058990
0.370590 -0.059435
0.396044 -0.059795
0.421783 -0.059987
0.447736 -0.059934
0.473832 -0.059568
0.500000 -0.058837
0.526168 -0.057705
0.552264 -0.056156
0.578217 -0.054195
0.603956 -0.051843
0.629410 -0.049143
0.654508 -0.046147
0.679184 -0.042920
0.703368 -0.039533
0.726995 -0.036059
0.750000 -0.032568
0.772320 -0.029128
0.793893 -0.025796
0.814660 -0.022622
0.834565 -0.019641
0.853553 -0.016883
0.871572 -0.014361
0.888573 -0.012082
0.904508 -0.010045
0.919335 -0.008241
0.933013 -0.006659
0.945503 -0.005282
0.956773 -0.004097
0.966790 -0.003086
0.975528 -0.002236
0.982963 -0.001535
0.989074 -0.000974
0.993844 -0.000544
0.997261 -0.000241
0.999315 -0.000060
1.000000 -0.000000
