1.000000 0.000000
0.999315 -0.000122
0.997261 -0.000495
0.993844 -0.001147
0.989074 -0.002114
0.982963 -0.003445
0.975528 -0.005188
0.966790 -0.007385
0.956773 -0.010067
0.945503 -0.013244
0.933013 -0.016904
0.919335 -0.021008
0.904508 -0.025489
0.888573 -0.030257
0.871572 -0.035201
0.853553 -0.040198
0.834565 -0.045118
0.814660 -0.049838
0.793893 -0.054245
0.772320 -0.058251
0.750000 -0.061794
0.726995 -0.064844
0.703368 -0.067405
0.679184 -0.069510
0.654508 -0.071222
0.629410 -0.072619
0.603956 -0.073789
0.578217 -0.074819
0.552264 -0.075778
0.526168 -0.076714
0.500000 -0.077637
0.473832 -0.078519
0.447736 -0.079288
0.421783 -0.079830
0.396044 -0.079994
0.370590 -0.079600
0.345492 -0.078459
0.320816 -0.076377
0.296632 -0.073184
0.273005 -0.068746
0.250000 -0.062979
0.227680 -0.055870
0.206107 -0.047481
0.185340 -0.037959
0.165435 -0.027529
0.146447 -0.016498
0.128428 -0.005233
0.111427 0.005852
0.095492 0.016315
0.080665 0.025717
0.066987 0.033642
0.054497 0.039729
0.043227 0.043690
0.033210 0.045334
0.024472 0.044583
0.017037 0.041476
0.010926 0.036176
0.006156 0.028959
0.002739 0.020206
0.000685 0.010379
0.000000 -0.000000
0.000685 -0.010468
0.002739 -0.020913
0.006156 -0.031313
0.010926 -0.041647
0.017037 -0.051897
0.024472 -0.062048
0.033210 -0.072086
0.043227 -0.081999
0.054497 -0.091775
0.066987 -0.101400
0.080665 -0.110857
0.095492 -0.120122
0.111427 -0.129166
0.128428 -0.137951
0.146447 -0.146429
0.165435 -0.154544
0.185340 -0.162231
0.206107 -0.169416
0.227680 -0.176023
0.250000 -0.181971
0.273005 -0.187183
0.296632 -0.191584
0.320816 -0.195110
0.345492 -0.197708
0.370590 -0.199341
0.396044 -0.199988
0.421783 -0.199649
0.447736 -0.198340
0.473832 -0.196099
0.500000 -0.192977
0.526168 -0.189043
0.552264 -0.184373
0.578217 -0.179052
0.603956 -0.173165
0.629410 -0.166797
0.654508 -0.160029
0.679184 -0.152930
0.703368 -0.145563
0.726995 -0.137976
0.750000 -0.130209
0.772320 -0.122290
0.793893 -0.114240
0.814660 -0.106076
0.834565 -0.097814
0.853553 -0.089473
0.871572 -0.081079
0.888573 -0.072669
0.904508 -0.064293
0.919335 -0.056014
0.933013 -0.047913
0.945503 -0.040082
0.956773 -0.032629
0.966790 -0.025667
0.975528 -0.019316
0.982963 -0.013695
0.989074 -0.008918
0.993844 -0.005085
0.997261 -0.002282
0.999315 -0.000574
1.000000 -0.000000
