StartNumber,SecondAoA,SecondGapSize,SecondGapAngle,ThirdAoA,ThirdGapSize,ThirdGapAngle
145,-1.630130253,19.45971427,73.52033723,3.022879547,165.5989277,149.788118
146,13.46448295,45.85477148,73.52033884,16.46448301,158.9880119,129.6269234
147,2.507249347,69.5100312,147.3222334,13.90077866,52.15931148,144.3385309
148,0.005631,73.04642759,112.5369509,4.388130135,131.933057,137.8675846
149,-1.403258947,106.3523083,108.3433991,3.02128462,136.7854153,134.5182587
150,1.059771097,102.2333586,129.4739832,4.788629224,114.8203442,137.1669269
151,18.3852282,61.30096374,129.2524401,30.77704673,40.06064617,143.9773745
152,13.19770056,142.3069105,144.8627907,35.99096848,32.10114246,101.703765
153,25,70,150,35,45,120
