Time,Ax,Ay,Beta,Pitch,Roll,Vx,Zcg_SM,,,,,
0.878,-0.0036501,-0.00065767,1.130048111,-0.002721975,0.008863802,0.887009552,0.250956028,,,,,
0.879,-0.003649222,-0.000711357,1.128407694,-0.002726646,0.008835081,0.886880784,0.2509587,,,,,
0.88,-0.003648368,-0.00076422,1.12664512,-0.002731218,0.008806381,0.886752047,0.25096135,,,,,
0.881,-0.003647541,-0.000816229,1.124762212,-0.002735674,0.008777709,0.886623339,0.250963978,,,,,
0.882,-0.003646739,-0.000867353,1.122760865,-0.002739999,0.008749075,0.88649466,0.250966581,,,,,
0.883,-0.003645964,-0.000917565,1.120643044,-0.00274418,0.008720491,0.886366009,0.250969157,,,,,
0.884,-0.003645218,-0.000966837,1.118410775,-0.002748202,0.00869197,0.886237385,0.250971704,,,,,
0.885,-0.003644501,-0.001015143,1.11606615,-0.00275205,0.008663527,0.886108787,0.250974222,,,,,
0.886,-0.003643815,-0.001062461,1.113611316,-0.002755711,0.008635181,0.885980213,0.250976707,,,,,
0.887,-0.003643161,-0.001108768,1.111048477,-0.002759172,0.008606949,0.885851664,0.250979159,,,,,
0.888,-0.003642539,-0.001154042,1.108379888,-0.00276242,0.008578853,0.885723137,0.250981575,,,,,
0.889,-0.003641952,-0.001198263,1.105607855,-0.002765443,0.008550916,0.885594632,0.250983955,,,,,
0.89,-0.003641399,-0.001241414,1.102734727,-0.002768228,0.008523162,0.885466148,0.250986295,,,,,
0.891,-0.003640881,-0.001283477,1.099762898,-0.002770765,0.008495617,0.885337682,0.250988595,,,,,
0.892,-0.003640398,-0.001324435,1.096694802,-0.002773043,0.00846831,0.885209234,0.250990854,,,,,
0.893,-0.003639951,-0.001364275,1.093532907,-0.002775051,0.008441268,0.885080803,0.250993069,,,,,
0.894,-0.00363954,-0.001402981,1.090279721,-0.002776779,0.008414522,0.884952387,0.250995238,,,,,
0.895,-0.003639165,-0.001440543,1.086937782,-0.002778219,0.008388104,0.884823986,0.250997362,,,,,
0.896,-0.003638825,-0.001476947,1.083509656,-0.002779363,0.008362047,0.884695597,0.250999438,,,,,
0.897,-0.00363852,-0.001512183,1.079997938,-0.002780203,0.008336383,0.88456722,0.251001464,,,,,
0.898,-0.00363825,-0.001546242,1.07640525,-0.002780731,0.008311146,0.884438853,0.25100344,,,,,
0.899,-0.003638014,-0.001579114,1.072734236,-0.002780942,0.008286372,0.884310495,0.251005364,,,,,
0.9,-0.003637812,-0.001610791,1.068987561,-0.00278083,0.008262096,0.884182145,0.251007235,,,,,
0.901,-0.003637644,-0.001641265,1.065167911,-0.002780389,0.008238352,0.884053802,0.251009052,,,,,
0.902,-0.00363751,-0.00167053,1.061277989,-0.002779617,0.008215176,0.883925464,0.251010813,,,,,
0.903,-0.003637408,-0.001698579,1.057320518,-0.002778509,0.008192603,0.883797131,0.251012518,,,,,
0.904,-0.003637339,-0.001725407,1.053298232,-0.002777063,0.008170669,0.883668801,0.251014165,,,,,
0.905,-0.003637302,-0.001751009,1.049213883,-0.002775277,0.008149406,0.883540472,0.251015753,,,,,
0.906,-0.003637298,-0.001775378,1.045070234,-0.00277315,0.00812885,0.883412145,0.251017281,,,,,
0.907,-0.003637326,-0.001798513,1.040870062,-0.002770681,0.008109033,0.883283818,0.251018748,,,,,
0.908,-0.003637386,-0.001820407,1.036616153,-0.00276787,0.008089987,0.883155489,0.251020154,,,,,
0.909,-0.003637477,-0.001841058,1.032311305,-0.002764718,0.008071744,0.883027157,0.251021497,,,,,
0.91,-0.0036376,-0.001860462,1.027958325,-0.002761227,0.008054331,0.882898822,0.251022777,,,,,
0.911,-0.003637755,-0.001878616,1.02356003,-0.0027574,0.008037779,0.882770482,0.251023993,,,,,
0.912,-0.003637941,-0.001895518,1.019119244,-0.00275324,0.008022112,0.882642136,0.251025144,,,,,
0.913,-0.003638157,-0.001911164,1.014638799,-0.002748749,0.008007358,0.882513783,0.251026229,,,,,
0.914,-0.003638404,-0.001925553,1.010121537,-0.002743933,0.007993537,0.882385423,0.251027248,,,,,
0.915,-0.003638681,-0.001938682,1.005570303,-0.002738797,0.007980673,0.882257053,0.251028201,,,,,
0.916,-0.003638987,-0.001950549,1.000987951,-0.002733347,0.007968785,0.882128672,0.251029086,,,,,
0.917,-0.003639322,-0.001961153,0.996377342,-0.002727588,0.007957889,0.882000281,0.251029903,,,,,
0.918,-0.003639685,-0.001970491,0.991741339,-0.002721529,0.007948001,0.881871877,0.251030652,,,,,
0.919,-0.003640076,-0.001978563,0.987082813,-0.002715177,0.007939134,0.88174346,0.251031332,,,,,
0.92,-0.003640493,-0.001985367,0.98240464,-0.002708539,0.0079313,0.881615029,0.251031943,,,,,
0.921,-0.003640936,-0.001990902,0.9777097,-0.002701626,0.007924506,0.881486583,0.251032485,,,,,
0.922,-0.003641405,-0.001995168,0.973000875,-0.002694447,0.00791876,0.881358121,0.251032957,,,,,
0.923,-0.003641897,-0.001998164,0.968281052,-0.002687012,0.007914065,0.881229642,0.251033359,,,,,
0.924,-0.003642414,-0.00199989,0.963553121,-0.002679331,0.007910424,0.881101145,0.251033692,,,,,
0.925,-0.003642953,-0.002000346,0.958819972,-0.002671415,0.007907836,0.880972629,0.251033954,,,,,
0.926,-0.003643515,-0.001999534,0.954084499,-0.002663278,0.0079063,0.880844094,0.251034146,,,,,
0.927,-0.003644099,-0.001997453,0.949349594,-0.00265493,0.00790581,0.880715539,0.251034268,,,,,
0.928,-0.003644704,-0.001994105,0.94461815,-0.002646385,0.00790636,0.880586962,0.25103432,,,,,
0.929,-0.00364533,-0.001989493,0.939893058,-0.002637656,0.007907942,0.880458364,0.251034302,,,,,
0.93,-0.003645977,-0.001983619,0.935177208,-0.002628756,0.007910546,0.880329744,0.251034214,,,,,
0.931,-0.003646646,-0.00197649,0.93047348,-0.002619702,0.007914171,0.8802011,0.251034056,,,,,
0.932,-0.00364734,-0.001968109,0.925784746,-0.002610514,0.007918806,0.880072432,0.251033828,,,,,
0.933,-0.003648062,-0.001958478,0.921113869,-0.002601213,0.00792443,0.879943739,0.251033532,,,,,
0.934,-0.003648814,-0.001947593,0.916463713,-0.002591824,0.007931005,0.879815021,0.251033166,,,,,
0.935,-0.003649601,-0.001935446,0.911837153,-0.002582371,0.007938473,0.879686275,0.251032732,,,,,
0.936,-0.003650423,-0.001922031,0.907237082,-0.002572876,0.007946777,0.879557501,0.25103223,,,,,
0.937,-0.00365128,-0.001907347,0.902666409,-0.00256336,0.007955855,0.879428698,0.251031661,,,,,
0.938,-0.00365217,-0.001891395,0.89812805,-0.002553841,0.007965652,0.879299864,0.251031025,,,,,
0.939,-0.00365309,-0.001874181,0.893624918,-0.002544338,0.007976117,0.879170999,0.251030324,,,,,
0.94,-0.003654037,-0.001855713,0.889159918,-0.002534866,0.007987204,0.8790421,0.251029557,,,,,
0.941,-0.003655003,-0.001836003,0.884735934,-0.002525441,0.007998876,0.878913168,0.251028725,,,,,
0.942,-0.003655985,-0.001815066,0.880355826,-0.002516076,0.008011101,0.878784202,0.25102783,,,,,
0.943,-0.003656977,-0.001792919,0.87602242,-0.002506784,0.008023855,0.8786552,0.251026872,,,,,
0.944,-0.003657971,-0.00176958,0.871738509,-0.002497578,0.00803712,0.878526163,0.251025853,,,,,
0.945,-0.003658964,-0.001745068,0.867506844,-0.00248847,0.00805088,0.87839709,0.251024772,,,,,
0.946,-0.003659949,-0.001719403,0.863330133,-0.002479473,0.008065122,0.878267983,0.251023632,,,,,
0.947,-0.003660925,-0.001692605,0.859211041,-0.002470599,0.008079837,0.87813884,0.251022432,,,,,
0.948,-0.003661888,-0.001664696,0.855152189,-0.002461861,0.008095014,0.878009662,0.251021175,,,,,
0.949,-0.003662836,-0.001635694,0.851156152,-0.002453271,0.00811064,0.87788045,0.251019861,,,,,
0.95,-0.003663771,-0.00160562,0.84722546,-0.002444845,0.008126703,0.877751204,0.251018491,,,,,
0.951,-0.003664691,-0.001574496,0.843362599,-0.002436596,0.008143187,0.877621925,0.251017067,,,,,
0.952,-0.003665601,-0.001542342,0.839570007,-0.00242854,0.008160075,0.877492613,0.251015589,,,,,
0.953,-0.003666501,-0.001509179,0.83585008,-0.002420691,0.008177346,0.877363269,0.251014059,,,,,
0.954,-0.003667396,-0.001475029,0.832205164,-0.002413066,0.008194979,0.877233892,0.251012477,,,,,
0.955,-0.003668289,-0.001439914,0.828637558,-0.002405681,0.008212951,0.877104484,0.251010846,,,,,
0.956,-0.003669184,-0.00140386,0.825149511,-0.002398552,0.008231237,0.876975044,0.251009167,,,,,
0.957,-0.003670084,-0.00136689,0.821743217,-0.002391696,0.008249814,0.876845572,0.25100744,,,,,
0.958,-0.003670993,-0.001329031,0.818420815,-0.002385129,0.008268656,0.876716067,0.251005668,,,,,
0.959,-0.003671912,-0.001290312,0.815184386,-0.002378867,0.008287741,0.876586531,0.251003852,,,,,
0.96,-0.003672844,-0.001250762,0.812035947,-0.002372925,0.008307049,0.876456962,0.251001992,,,,,
0.961,-0.00367379,-0.001210411,0.80897745,-0.002367318,0.008326559,0.876327359,0.251000092,,,,,
0.962,-0.003674749,-0.001169292,0.806010775,-0.00236206,0.008346256,0.876197723,0.250998151,,,,,
0.963,-0.003675721,-0.001127439,0.803137732,-0.002357163,0.008366125,0.876068052,0.250996172,,,,,
0.964,-0.003676704,-0.001084887,0.800360055,-0.00235264,0.008386154,0.875938347,0.250994157,,,,,
0.965,-0.003677694,-0.00104167,0.797679396,-0.002348501,0.008406335,0.875808608,0.250992107,,,,,
0.966,-0.00367869,-0.000997827,0.795097329,-0.002344756,0.008426662,0.875678832,0.250990024,,,,,
0.967,-0.003679688,-0.000953394,0.792615344,-0.002341414,0.008447129,0.875549022,0.250987909,,,,,
0.968,-0.003680682,-0.00090841,0.790234845,-0.002338482,0.008467734,0.875419176,0.250985764,,,,,
0.969,-0.003681671,-0.000862913,0.78795715,-0.002335965,0.008488477,0.875289294,0.250983591,,,,,
0.97,-0.003682649,-0.000816942,0.785783488,-0.002333869,0.008509358,0.875159378,0.250981392,,,,,
0.971,-0.003683613,-0.000770536,0.783715001,-0.002332197,0.00853038,0.875029426,0.250979168,,,,,
0.972,-0.003684561,-0.000723734,0.78175274,-0.002330953,0.008551543,0.874899441,0.250976922,,,,,
0.973,-0.003685488,-0.000676576,0.779897669,-0.002330138,0.00857285,0.874769422,0.250974655,,,,,
0.974,-0.003686394,-0.0006291,0.77815066,-0.002329753,0.008594306,0.874639369,0.250972369,,,,,
0.975,-0.003687276,-0.000581346,0.776512497,-0.002329797,0.008615912,0.874509285,0.250970066,,,,,
0.976,-0.003688134,-0.000533353,0.774983874,-0.002330271,0.00863767,0.874379169,0.250967748,,,,,
0.977,-0.003688968,-0.000485159,0.773565398,-0.002331172,0.008659585,0.874249023,0.250965416,,,,,
0.978,-0.003689777,-0.000436802,0.772257584,-0.002332499,0.008681657,0.874118848,0.250963073,,,,,
0.979,-0.003690564,-0.000388321,0.771060863,-0.002334248,0.008703887,0.873988643,0.25096072,,,,,
0.98,-0.003691329,-0.000339753,0.769975575,-0.002336416,0.008726278,0.873858411,0.250958358,,,,,
0.981,-0.003692073,-0.000291136,0.769001977,-0.002338998,0.00874883,0.873728151,0.250955991,,,,,
0.982,-0.003692799,-0.000242506,0.768140239,-0.002341991,0.008771542,0.873597865,0.25095362,,,,,
0.983,-0.003693507,-0.0001939,0.767390445,-0.002345389,0.008794414,0.873467554,0.250951246,,,,,
0.984,-0.0036942,-0.000145353,0.766752598,-0.002349186,0.008817444,0.873337217,0.250948872,,,,,
0.985,-0.003694878,-9.69E-05,0.766226616,-0.002353376,0.00884063,0.873206856,0.250946499,,,,,
0.986,-0.003695544,-4.86E-05,0.765812337,-0.002357953,0.00886397,0.873076471,0.25094413,,,,,
0.987,-0.003696197,-4.22E-07,0.76550952,-0.002362907,0.00888746,0.872946062,0.250941765,,,,,
0.988,-0.003696839,4.75E-05,0.765317844,-0.002368233,0.008911095,0.87281563,0.250939407,,,,,
0.989,-0.003697469,9.53E-05,0.765236912,-0.00237392,0.00893487,0.872685175,0.250937057,,,,,
0.99,-0.003698087,0.000142741,0.765266252,-0.002379959,0.008958778,0.872554698,0.250934718,,,,,
0.991,-0.003698693,0.00018992,0.765405317,-0.002386342,0.008982812,0.872424199,0.250932391,,,,,
0.992,-0.003699286,0.000236776,0.765653491,-0.002393057,0.009006964,0.872293679,0.250930078,,,,,
0.993,-0.003699865,0.00028328,0.766010085,-0.002400093,0.009031223,0.872163138,0.250927781,,,,,
0.994,-0.003700429,0.000329404,0.766474346,-0.002407438,0.009055579,0.872032576,0.250925501,,,,,
0.995,-0.003700977,0.000375121,0.767045451,-0.002415081,0.00908002,0.871901995,0.25092324,,,,,
0.996,-0.003701507,0.000420404,0.767722515,-0.002423007,0.009104532,0.871771394,0.250921,,,,,
0.997,-0.003702019,0.000465227,0.768504592,-0.002431205,0.0091291,0.871640775,0.250918782,,,,,
0.998,-0.003702511,0.000509565,0.769390673,-0.002439658,0.009153709,0.871510137,0.250916589,,,,,
0.999,-0.003702983,0.000553394,0.770379694,-0.002448354,0.009178341,0.871379482,0.250914421,,,,,
1,-0.003703434,0.000596691,0.771470534,-0.002457277,0.009202977,0.871248811,0.250912281,,,,,
1.001,-0.003703864,0.000639434,0.772662015,-0.00246641,0.009227597,0.871118124,0.25091017,,,,,
1.002,-0.003704272,0.0006816,0.773952911,-0.00247574,0.009252181,0.870987422,0.25090809,,,,,
1.003,-0.003704659,0.00072317,0.775341942,-0.002485248,0.009276706,0.870856705,0.250906042,,,,,
1.004,-0.003705024,0.000764123,0.776827781,-0.002494918,0.00930115,0.870725975,0.250904027,,,,,
1.005,-0.003705369,0.000804439,0.778409051,-0.002504733,0.009325487,0.870595232,0.250902048,,,,,
1.006,-0.003705694,0.000844101,0.780084334,-0.002514676,0.009349693,0.870464477,0.250900106,,,,,
1.007,-0.003706,0.000883089,0.781852164,-0.00252473,0.009373741,0.870333711,0.250898201,,,,,
1.008,-0.003706287,0.000921387,0.783711034,-0.002534876,0.009397607,0.870202934,0.250896336,,,,,
1.009,-0.003706556,0.000958978,0.785659395,-0.002545098,0.009421261,0.870072148,0.250894513,,,,,
1.01,-0.003706809,0.000995845,0.787695659,-0.002555376,0.009444677,0.869941352,0.250892731,,,,,
1.011,-0.003707045,0.001031972,0.789818198,-0.002565694,0.009467827,0.869810547,0.250890992,,,,,
1.012,-0.003707266,0.001067345,0.792025348,-0.002576033,0.009490683,0.869679734,0.250889299,,,,,
1.013,-0.003707472,0.001101949,0.794315407,-0.002586375,0.009513216,0.869548914,0.250887652,,,,,
1.014,-0.003707663,0.001135768,0.796686638,-0.002596702,0.009535399,0.869418086,0.250886051,,,,,
1.015,-0.003707841,0.00116879,0.799137271,-0.002606997,0.009557204,0.869287252,0.250884499,,,,,
1.016,-0.003708004,0.001200999,0.801665499,-0.002617241,0.009578602,0.869156412,0.250882997,,,,,
1.017,-0.003708155,0.001232384,0.804269485,-0.002627418,0.009599567,0.869025567,0.250881545,,,,,
1.018,-0.003708291,0.001262931,0.806947359,-0.00263751,0.009620072,0.868894716,0.250880144,,,,,
1.019,-0.003708415,0.001292627,0.809697219,-0.002647499,0.009640091,0.868763861,0.250878796,,,,,
1.02,-0.003708525,0.00132146,0.812517132,-0.002657369,0.009659599,0.868633002,0.250877502,,,,,
1.021,-0.003708621,0.001349417,0.815405136,-0.002667102,0.00967857,0.86850214,0.250876262,,,,,
1.022,-0.003708704,0.001376488,0.818359239,-0.002676683,0.009696982,0.868371274,0.250875077,,,,,
1.023,-0.003708772,0.001402659,0.82137742,-0.002686095,0.009714812,0.868240406,0.250873948,,,,,
1.024,-0.003708828,0.00142792,0.824457628,-0.002695321,0.009732039,0.868109535,0.250872876,,,,,
1.025,-0.003708869,0.001452259,0.827597785,-0.002704348,0.009748641,0.867978663,0.250871862,,,,,
1.026,-0.003708897,0.001475666,0.830795785,-0.002713158,0.009764601,0.86784779,0.250870906,,,,,
1.027,-0.003708911,0.001498129,0.834049496,-0.002721738,0.009779901,0.867716916,0.250870008,,,,,
1.028,-0.003708911,0.001519638,0.837356758,-0.002730072,0.009794524,0.867586042,0.250869171,,,,,
1.029,-0.003708898,0.001540183,0.840715384,-0.002738147,0.009808455,0.867455169,0.250868393,,,,,
1.03,-0.003708873,0.001559754,0.844123166,-0.002745948,0.009821681,0.867324296,0.250867676,,,,,
1.031,-0.003708835,0.001578341,0.847577866,-0.002753464,0.00983419,0.867193425,0.25086702,,,,,
1.032,-0.003708785,0.001595934,0.851077224,-0.00276068,0.009845972,0.867062555,0.250866425,,,,,
1.033,-0.003708723,0.001612525,0.854618956,-0.002767584,0.009857017,0.866931687,0.250865892,,,,,
1.034,-0.003708649,0.001628105,0.858200756,-0.002774165,0.009867318,0.866800822,0.250865422,,,,,
1.035,-0.003708565,0.001642664,0.861820293,-0.002780412,0.009876869,0.86666996,0.250865014,,,,,
1.036,-0.00370847,0.001656196,0.865475218,-0.002786313,0.009885666,0.866539101,0.250864669,,,,,
1.037,-0.003708365,0.001668691,0.869163157,-0.002791858,0.009893705,0.866408247,0.250864386,,,,,
1.038,-0.00370825,0.001680144,0.87288172,-0.002797039,0.009900985,0.866277396,0.250864167,,,,,
1.039,-0.003708125,0.001690546,0.876628498,-0.002801845,0.009907506,0.866146549,0.250864011,,,,,
1.04,-0.003707992,0.001699893,0.88040106,-0.002806269,0.009913269,0.866015708,0.250863918,,,,,
1.041,-0.003707849,0.001708177,0.884196965,-0.002810302,0.009918277,0.865884871,0.250863888,,,,,
1.042,-0.003707697,0.001715396,0.88801375,-0.002813938,0.009922531,0.86575404,0.250863921,,,,,
1.043,-0.003707535,0.001721546,0.891848946,-0.002817169,0.009926029,0.865623215,0.250864018,,,,,
1.044,-0.003707363,0.001726625,0.895700072,-0.002819987,0.009928769,0.865492396,0.250864178,,,,,
1.045,-0.00370718,0.001730631,0.899564644,-0.002822387,0.009930755,0.865361583,0.2508644,,,,,
1.046,-0.003706985,0.001733558,0.903440167,-0.002824363,0.009931998,0.865230778,0.250864685,,,,,
1.047,-0.003706777,0.0017354,0.907324132,-0.00282591,0.009932516,0.865099979,0.250865033,,,,,
1.048,-0.003706555,0.001736151,0.911214015,-0.002827024,0.009932333,0.864969188,0.250865442,,,,,
1.049,-0.003706321,0.001735806,0.915107274,-0.002827702,0.009931473,0.864838406,0.250865913,,,,,
1.05,-0.003706073,0.001734361,0.919001355,-0.002827942,0.009929965,0.864707632,0.250866444,,,,,
1.051,-0.003705812,0.001731813,0.92289369,-0.002827743,0.009927837,0.864576867,0.250867037,,,,,
1.052,-0.003705539,0.001728161,0.926781704,-0.002827104,0.009925117,0.864446112,0.250867689,,,,,
1.053,-0.003705255,0.001723406,0.930662818,-0.002826027,0.009921831,0.864315367,0.250868401,,,,,
1.054,-0.003704962,0.001717552,0.934534454,-0.002824512,0.009918003,0.864184632,0.250869171,,,,,
1.055,-0.003704661,0.001710601,0.938394036,-0.002822561,0.009913654,0.864053908,0.25087,,,,,
1.056,-0.003704353,0.001702561,0.942239,-0.002820178,0.009908803,0.863923195,0.250870886,,,,,
1.057,-0.003704041,0.00169344,0.946066791,-0.002817365,0.009903465,0.863792494,0.250871829,,,,,
1.058,-0.003703727,0.001683245,0.949874872,-0.002814127,0.009897655,0.863661803,0.250872827,,,,,
1.059,-0.003703411,0.001671986,0.953660723,-0.002810469,0.009891383,0.863531124,0.250873881,,,,,
1.06,-0.003703095,0.001659675,0.957421846,-0.002806396,0.009884659,0.863400457,0.250874988,,,,,
1.061,-0.003702779,0.001646322,0.961155765,-0.002801913,0.009877492,0.863269801,0.25087615,,,,,
1.062,-0.003702466,0.001631941,0.964860032,-0.002797027,0.009869888,0.863139156,0.250877363,,,,,
1.063,-0.003702154,0.001616543,0.968532221,-0.002791745,0.009861857,0.863008523,0.250878628,,,,,
1.064,-0.003701844,0.001600142,0.972169937,-0.002786074,0.009853405,0.862877901,0.250879943,,,,,
1.065,-0.003701536,0.001582752,0.975770814,-0.002780022,0.00984454,0.862747291,0.250881308,,,,,
1.066,-0.003701229,0.001564387,0.979332517,-0.002773596,0.009835271,0.862616691,0.250882721,,,,,
1.067,-0.003700922,0.001545062,0.98285274,-0.002766806,0.009825606,0.862486103,0.250884182,,,,,
1.068,-0.003700614,0.001524793,0.986329214,-0.00275966,0.009815554,0.862355526,0.250885688,,,,,
1.069,-0.003700304,0.001503596,0.989759703,-0.002752167,0.009805126,0.86222496,0.25088724,,,,,
1.07,-0.00369999,0.001481489,0.993142008,-0.002744337,0.009794332,0.862094405,0.250888835,,,,,
1.071,-0.003699672,0.001458489,0.996473968,-0.002736181,0.009783181,0.861963862,0.250890473,,,,,
1.072,-0.003699349,0.001434615,0.999753462,-0.002727709,0.009771686,0.86183333,0.250892152,,,,,
1.073,-0.003699019,0.001409887,1.002978414,-0.002718933,0.009759855,0.86170281,0.250893871,,,,,
1.074,-0.003698682,0.001384326,1.006146788,-0.002709862,0.009747698,0.861572301,0.250895628,,,,,
1.075,-0.003698338,0.001357952,1.009256599,-0.00270051,0.009735225,0.861441805,0.250897423,,,,,
1.076,-0.003697986,0.001330788,1.012305907,-0.002690889,0.009722443,0.861311321,0.250899254,,,,,
1.077,-0.003697627,0.001302857,1.015292826,-0.00268101,0.009709361,0.86118085,0.250901119,,,,,
1.078,-0.00369726,0.001274183,1.018215519,-0.002670888,0.009695985,0.861050392,0.250903018,,,,,
1.079,-0.003696887,0.001244791,1.021072207,-0.002660535,0.00968232,0.860919946,0.250904948,,,,,
1.08,-0.003696508,0.001214706,1.023861166,-0.002649966,0.009668371,0.860789515,0.250906908,,,,,
1.081,-0.003696125,0.001183954,1.02658073,-0.002639193,0.009654142,0.860659096,0.250908896,,,,,
1.082,-0.003695737,0.00115256,1.029229293,-0.002628232,0.009639635,0.860528692,0.250910912,,,,,
1.083,-0.003695347,0.001120553,1.031805307,-0.002617097,0.009624854,0.860398301,0.250912953,,,,,
1.084,-0.003694955,0.00108796,1.034307291,-0.002605803,0.009609799,0.860267924,0.250915018,,,,,
1.085,-0.003694563,0.001054807,1.036733824,-0.002594364,0.009594471,0.860137561,0.250917105,,,,,
1.086,-0.003694171,0.001021124,1.039083549,-0.002582796,0.009578872,0.860007213,0.250919213,,,,,
1.087,-0.003693781,0.000986937,1.041355173,-0.002571115,0.009563001,0.859876878,0.25092134,,,,,
1.088,-0.003693393,0.000952276,1.04354747,-0.002559334,0.00954686,0.859746557,0.250923485,,,,,
1.089,-0.003693008,0.000917168,1.045659277,-0.002547471,0.009530449,0.85961625,0.250925646,,,,,
1.09,-0.003692626,0.000881641,1.047689497,-0.00253554,0.009513768,0.859485956,0.250927821,,,,,
1.091,-0.003692248,0.000845725,1.0496371,-0.002523557,0.009496819,0.859355676,0.250930009,,,,,
1.092,-0.003691874,0.000809446,1.05150112,-0.002511537,0.009479602,0.85922541,0.250932208,,,,,
1.093,-0.003691503,0.000772834,1.053280657,-0.002499495,0.00946212,0.859095156,0.250934416,,,,,
1.094,-0.003691136,0.000735916,1.054974876,-0.002487447,0.009444374,0.858964916,0.250936632,,,,,
1.095,-0.003690771,0.00069872,1.056583009,-0.002475407,0.009426368,0.858834689,0.250938855,,,,,
1.096,-0.00369041,0.000661274,1.05810435,-0.002463392,0.009408105,0.858704475,0.250941082,,,,,
1.097,-0.003690051,0.000623605,1.05953826,-0.002451414,0.009389588,0.858574273,0.250943311,,,,,
1.098,-0.003689693,0.00058574,1.060884164,-0.00243949,0.009370823,0.858444085,0.250945542,,,,,
1.099,-0.003689338,0.000547707,1.062141548,-0.002427632,0.009351814,0.858313908,0.250947773,,,,,
1.1,-0.003688983,0.000509533,1.063309966,-0.002415856,0.009332567,0.858183745,0.250950002,,,,,
1.101,-0.00368863,0.000471243,1.064389029,-0.002404175,0.00931309,0.858053594,0.250952227,,,,,
1.102,-0.003688277,0.000432864,1.065378414,-0.002392603,0.009293389,0.857923455,0.250954446,,,,,
1.103,-0.003687925,0.000394421,1.066277858,-0.002381152,0.009273473,0.857793329,0.250956659,,,,,
1.104,-0.003687574,0.000355941,1.067087159,-0.002369836,0.009253351,0.857663215,0.250958864,,,,,
1.105,-0.003687223,0.000317448,1.067806174,-0.002358667,0.009233032,0.857533114,0.250961059,,,,,
1.106,-0.003686873,0.000278968,1.068434819,-0.002347657,0.009212526,0.857403024,0.250963242,,,,,
1.107,-0.003686524,0.000240523,1.068973071,-0.002336819,0.009191846,0.857272948,0.250965412,,,,,
1.108,-0.003686176,0.00020214,1.069420961,-0.002326164,0.009171002,0.857142883,0.250967567,,,,,
1.109,-0.00368583,0.00016384,1.069778578,-0.002315702,0.009150007,0.857012831,0.250969706,,,,,
1.11,-0.003685485,0.000125648,1.070046067,-0.002305446,0.009128876,0.85688279,0.250971828,,,,,
1.111,-0.003685143,8.76E-05,1.070223629,-0.002295405,0.009107622,0.856752762,0.25097393,,,,,
1.112,-0.003684804,4.97E-05,1.070311516,-0.002285589,0.00908626,0.856622746,0.250976012,,,,,
1.113,-0.003684467,1.19E-05,1.070310035,-0.002276008,0.009064806,0.856492742,0.250978071,,,,,
1.114,-0.003684133,-2.56E-05,1.070219546,-0.002266671,0.009043276,0.856362749,0.250980107,,,,,
1.115,-0.003683803,-6.29E-05,1.070040459,-0.002257587,0.009021688,0.856232768,0.250982118,,,,,
1.116,-0.003683477,-0.000100001,1.069773235,-0.002248765,0.009000059,0.856102799,0.250984102,,,,,
1.117,-0.003683154,-0.000136825,1.069418385,-0.002240211,0.008978407,0.855972841,0.250986059,,,,,
1.118,-0.003682835,-0.00017337,1.068976469,-0.002231934,0.00895675,0.855842894,0.250987987,,,,,
1.119,-0.00368252,-0.000209616,1.068448094,-0.002223941,0.00893511,0.855712958,0.250989884,,,,,
1.12,-0.003682209,-0.000245543,1.067833915,-0.002216237,0.008913504,0.855583033,0.250991749,,,,,
1.121,-0.003681902,-0.000281133,1.067134634,-0.00220883,0.008891953,0.855453119,0.250993581,,,,,
1.122,-0.003681599,-0.000316367,1.066350998,-0.002201725,0.008870478,0.855323216,0.250995379,,,,,
1.123,-0.0036813,-0.000351225,1.0654838,-0.002194928,0.008849099,0.855193323,0.250997142,,,,,
1.124,-0.003681004,-0.000385691,1.064533877,-0.002188441,0.008827836,0.855063441,0.250998868,,,,,
1.125,-0.003680713,-0.000419745,1.063502109,-0.002182271,0.008806712,0.854933569,0.251000555,,,,,
1.126,-0.003680425,-0.000453371,1.062389422,-0.002176421,0.008785746,0.854803707,0.251002204,,,,,
1.127,-0.003680142,-0.00048655,1.061196781,-0.002170894,0.008764961,0.854673855,0.251003813,,,,,
1.128,-0.003679862,-0.000519266,1.059925197,-0.002165692,0.008744376,0.854544013,0.25100538,,,,,
1.129,-0.003679587,-0.000551501,1.058575718,-0.002160819,0.008724012,0.85441418,0.251006906,,,,,
1.13,-0.003679315,-0.00058324,1.057149436,-0.002156275,0.00870389,0.854284357,0.251008388,,,,,
1.131,-0.003679048,-0.000614465,1.055647484,-0.002152063,0.00868403,0.854154543,0.251009826,,,,,
1.132,-0.003678786,-0.00064516,1.054071031,-0.002148183,0.008664452,0.854024738,0.251011218,,,,,
1.133,-0.003678528,-0.000675309,1.052421291,-0.002144636,0.008645175,0.853894943,0.251012565,,,,,
1.134,-0.003678274,-0.000704897,1.050699511,-0.002141422,0.008626218,0.853765156,0.251013865,,,,,
1.135,-0.003678026,-0.000733908,1.048906981,-0.002138539,0.0086076,0.853635378,0.251015117,,,,,
1.136,-0.003677783,-0.000762327,1.047045027,-0.002135988,0.008589338,0.853505609,0.25101632,,,,,
1.137,-0.003677546,-0.000790138,1.045115013,-0.002133767,0.00857145,0.853375848,0.251017474,,,,,
