Set three,,,20.38487418,8.267583529,89.47541994,52.02512601,49.4823631,128.8651944,99.4911,32.2959,3.080610852
Set three,,,20.05827941,57.82823091,122.0376774,48.33592488,16.43704833,109.3247605,104.6715,34.1708,3.063185527
Set three,,,20.27398129,26.97765598,118.8630986,53.40355309,40.71928583,129.4797566,104.7352,35.079,2.985695145
Set three,,,22.84924858,15.59398065,119.0289207,58.95370503,24.44399312,90.32583934,106.2351,36.7956,2.887168575
Set three,,,21.49572996,28.15758981,91.68106249,59.95864831,14.22858392,126.0207686,113.5727,41.2857,2.7508968
Set three,,,25.17175386,26.49342313,122.340802,51.10312481,19.3374405,116.0215601,110.9089,38.3666,2.890766969
Set three,,,23.82626826,22.33015859,96.17911374,58.97321872,11.39289683,103.5991872,113.299,40.9496,2.766791373
Set three,,,22.53025714,8.738582382,118.1764205,58.31762885,18.20877068,110.1379677,109.371,38.3618,2.851039315
Set three,,,24.13141921,13.7241273,117.7814123,59.96606685,15.73407786,124.0852326,113.9769,41.3309,2.757667992
Set three,,,23.56773664,26.62214291,126.8158284,40.19556333,56.94675432,129.8223145,99.6549,31.15,3.199194222
Set three,,,24.84411345,19.50920062,127.5938023,43.96963683,50.84514185,127.3830549,103.2757,33.4831,3.084412734
Set three,,,26.84925588,18.37647028,90.44520195,57.08348826,11.62120281,115.3522852,116.0977,42.4648,2.733974963
Set three,,,23.17189295,10.35399084,111.1996927,58.75071204,15.39622854,114.770692,111.4761,39.665,2.810439934
Set three,,,24.7196167,22.10061454,124.0813599,49.49799323,25.70691393,119.291368,108.7329,37.0649,2.933581367
Set three,,,23.15246632,32.46895897,113.3178608,52.05981402,20.27757294,129.9544979,110.9759,38.4987,2.882588243
Set three,,,20.66345683,15.48876126,122.6360534,57.46601097,17.9937354,112.6819313,107.2906,37.1098,2.891166215
Set three,,,20.64089793,56.91519993,125.962494,45.38674998,17.64992078,109.7016415,102.8799,33.0703,3.110945471
Set three,,,20.92499759,51.3550563,121.3764813,55.35258246,10.01514338,119.765875,109.0766,37.3648,2.919234146
Set three,,,23.02896192,22.36086081,104.4319277,56.73640063,23.94912003,121.1464499,112.067,39.9489,2.805258718
Set three,,,20.28700772,21.05582946,106.8148843,58.77651184,23.84669146,106.2002265,106.434,36.7228,2.898308408
Set three,,,25.05637861,22.22501613,124.170242,44.03422814,43.1278857,124.207269,104.0172,33.8054,3.07694037
Set three,,,20.4599647,8.533536497,98.0421439,56.45818194,30.97537277,124.4054473,104.2147,35.2033,2.960367352
