Set two ,,,-0.6676599025,68.20882678,91.11770802,3.067491727,166.3587928,127.7818597,83.8059,23.2397,3.606152403
Set two ,,,-0.7507964948,63.0586008,110.499581,3.450727869,143.3571598,139.2854258,83.4721,24.2384,3.443795795
Set two ,,,-1.744657974,65.59995217,113.4907979,2.79111359,119.5970464,138.7152468,82.3554,24.1653,3.408002384
Set two ,,,-0.126738212,100.3045643,123.846252,3.967146472,100.5869229,134.9269175,81.3762,23.3307,3.487945068
Set two ,,,1.556163919,97.4281565,120.542443,4.908219462,137.8556018,119.5007115,45.6581,10.5607,4.323397123
Set two ,,,-0.4777856307,70.02623079,127.3717309,2.869471615,147.195197,123.6777826,45.9696,10.7489,4.276679474
Set two ,,,0.2890998688,60.83724361,127.6684922,3.363632701,149.6286007,125.8552985,45.4189,10.7289,4.233323081
Set two ,,,-1.286883411,82.68557579,100.2363873,3.103115545,167.92682,124.805695,42.9259,10.2886,4.17218086
Set two ,,,0.2174598722,112.5866049,121.96694,3.279529992,135.2377171,129.2059245,45.6765,10.644,4.291290868
Set two ,,,-1.403258947,106.3523083,108.3433991,3.02128462,136.7854153,134.5182587,42.3135,9.9425,4.255820971
Set two ,,,0.2308759991,63.57960287,123.9670971,4.31953842,151.3740266,121.0459508,45.4917,10.7027,4.250488195
Set two ,,,0.005630999828,73.04642759,112.5369509,4.388130135,131.933057,137.8675846,41.5719,9.6936,4.288592473
Set two ,,,0.4864491617,70.97476068,128.0863209,4.754720203,168.6884703,127.0297922,46.5017,11.0892,4.193422429
Set two ,,,-1.189885406,95.74784847,129.5765831,1.858019142,144.5581675,117.3908783,48.2295,11.3947,4.232625694
Set two ,,,-1.630130253,117.1572937,116.2915134,4.657398055,166.8908888,115.3712454,46.2097,10.9389,4.224346141
Set two ,,,1.059771097,102.2333586,129.4739832,4.788629224,114.8203442,137.1669269,45.6004,10.2934,4.430061981
